Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Sociología - FCPyS,"Facultad de Ciencias Políticas y Sociales, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,037. La asignación total de lugares para esta carrera fue de 465, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 60% del alumnado de primer ingreso son mujeres y 40% hombres.",FCPyS: 72,FCPyS: 7.67,Asignación total de 465 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la sociedad, los fenómenos sociales y los problemas colectivos. Capacidad de análisis crítico y de investigación.","El sociólogo estudia la estructura, organización y dinámica de la sociedad, analizando los fenómenos y problemas sociales para comprenderlos y proponer soluciones.","sociología, sociedad, estructura social, cambio social, teoría sociológica, investigación social, problemas sociales","19,3158","-99,1805",
Sociología - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,037. La asignación total de lugares para esta carrera fue de 465, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 60% del alumnado de primer ingreso son mujeres y 40% hombres.",FES Acatlán: 59,FES Acatlán: 7.40,Asignación total de 465 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la sociedad, los fenómenos sociales y los problemas colectivos. Capacidad de análisis crítico y de investigación.","El sociólogo estudia la estructura, organización y dinámica de la sociedad, analizando los fenómenos y problemas sociales para comprenderlos y proponer soluciones.","sociología, sociedad, estructura social, cambio social, teoría sociológica, investigación social, problemas sociales","19,5135","-99,2484",
Sociología - FES Aragón,"FES Aragón, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,037. La asignación total de lugares para esta carrera fue de 465, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 60% del alumnado de primer ingreso son mujeres y 40% hombres.",FES Aragón: 60,FES Aragón: 7.42,Asignación total de 465 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la sociedad, los fenómenos sociales y los problemas colectivos. Capacidad de análisis crítico y de investigación.","El sociólogo estudia la estructura, organización y dinámica de la sociedad, analizando los fenómenos y problemas sociales para comprenderlos y proponer soluciones.","sociología, sociedad, estructura social, cambio social, teoría sociológica, investigación social, problemas sociales","19,4799","-99,0481",
Sociología Aplicada - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 322. La asignación total de lugares para esta carrera fue de 65, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 58% del alumnado de primer ingreso son mujeres y 42% hombres.",FES Acatlán: 57,FES Acatlán: 7.40,Asignación total de 65 lugares,Haber cursado el Área de las Ciencias Sociales. Interés por aplicar el conocimiento sociológico a la solución de problemas concretos. Vocación por el trabajo de campo y la intervención social.,El sociólogo aplicado utiliza herramientas teóricas y metodológicas de la sociología para intervenir en realidades sociales específicas y contribuir a la solución de problemas en comunidades y organizaciones.,"sociología aplicada, intervención social, investigación-acción, políticas públicas, desarrollo comunitario, diagnóstico social, evaluación de proyectos","19,5135","-99,2484",
Teatro y Actuación - CUT,"Centro Universitario de Teatro, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,093. La asignación total de lugares para esta carrera fue de 189, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 57% del alumnado de primer ingreso son mujeres y 43% hombres.",Centro Universitario de Teatro: 65,Centro Universitario de Teatro: Sin registro,Asignación total de 189 lugares,"Haber cursado el Área de las Humanidades y Artes. Talento actoral, creatividad y capacidad de expresión corporal y vocal. Disciplina, concentración y capacidad de trabajo en equipo.","El licenciado en Teatro y Actuación es un artista escénico capaz de interpretar y crear personajes, participar en puestas en escena y desarrollar proyectos teatrales con una visión crítica y creativa.","teatro, actuación, artes escénicas, interpretación, actor, puesta en escena, dramaturgia, expresión corporal","19,3179","-99,1835",
Tecnología - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 115. La asignación total de lugares para esta carrera fue de 44, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 41% del alumnado de primer ingreso son mujeres y 59% hombres.",ENES Unidad Juriquilla: 72,ENES Unidad Juriquilla: 7.78,Asignación total de 44 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la tecnología, la innovación y la resolución de problemas prácticos. Capacidad de análisis y creatividad.","El licenciado en Tecnología aplica conocimientos y metodologías para resolver problemas de innovación tecnológica, adaptando y desarrollando soluciones en diversos campos productivos.","tecnología, innovación, desarrollo tecnológico, prototipado, proyectos tecnológicos, solución de problemas, transferencia tecnológica","20,7033","-100,4487",
Tecnologías para la Información en Ciencias - ENES Morelia,"ENES Unidad Morelia, Michoacán",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 91. La asignación total de lugares para esta carrera fue de 41, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 44% del alumnado de primer ingreso son mujeres y 56% hombres.",ENES Unidad Morelia: 60,ENES Unidad Morelia: 7.50,Información no disponible,"Haber cursado el Área de las Ciencias Físico-Matemáticas. Interés por la computación, las bases de datos y la gestión de información científica. Gusto por la programación.","El licenciado en Tecnologías para la Información en Ciencias aplica herramientas computacionales para gestionar, analizar y visualizar datos e información científica en diversas disciplinas.","tecnologías de la información, ciencia de datos, bases de datos científicas, programación, visualización de datos, gestión de información, e-ciencia","19,649","-101,225",
Trabajo Social - ENTS,"Escuela Nacional de Trabajo Social, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 3,498. La asignación total de lugares para esta carrera fue de 578, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 76% del alumnado de primer ingreso son mujeres y 24% hombres.",ENTS: 63,ENTS: 7.45,Asignación total de 578 lugares,"Haber cursado el Área de las Ciencias Sociales. Vocación de servicio, sensibilidad social y empatía. Interés por el bienestar comunitario y la gestión de recursos sociales.","El trabajador social es el profesional que investiga, planea, gestiona y evalúa programas y políticas sociales para promover el bienestar y desarrollo de individuos, grupos y comunidades.","trabajo social, intervención social, bienestar social, políticas sociales, desarrollo comunitario, gestión social, investigación social","19,3213","-99,1861",
Traducción - ENES Morelia,"ENES Unidad Morelia, Michoacán",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 234. La asignación total de lugares para esta carrera fue de 59, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 71% del alumnado de primer ingreso son mujeres y 29% hombres.",ENES Unidad Morelia: 69,ENES Unidad Morelia: 8.00,Información no disponible,"Haber cursado el Área de las Humanidades y Artes. Dominio de al menos dos lenguas (español e inglés u otra). Interés por la lingüística, la cultura y la comunicación intercultural.","El traductor es el profesional que transfiere mensajes escritos de una lengua a otra de manera precisa y culturalmente adecuada, facilitando la comunicación entre diferentes culturas.","traducción, traductor, interpretación, lenguas, lingüística aplicada, comunicación intercultural, traducción especializada","19,649","-101,225",
Turismo y Desarrollo Sostenible - ENES Mérida,"ENES Unidad Mérida, Yucatán",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 184. La asignación total de lugares para esta carrera fue de 69, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 71% del alumnado de primer ingreso son mujeres y 29% hombres.",ENES Unidad Mérida: 60,ENES Unidad Mérida: 7.62,Asignación total de 69 lugares,"Haber cursado el Área de las Ciencias Sociales o Biológicas. Interés por el turismo, la sustentabilidad y el desarrollo comunitario. Gusto por viajar y conocer otras culturas.","El licenciado en Turismo y Desarrollo Sostenible planifica y gestiona proyectos turísticos que promueven el desarrollo económico y social de las comunidades, respetando el medio ambiente y el patrimonio cultural.","turismo, desarrollo sostenible, ecoturismo, turismo cultural, gestión turística, sustentabilidad, patrimonio, desarrollo comunitario","21,0496","-89,6204",
Urbanismo - Facultad de Arquitectura,"Facultad de Arquitectura, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 438. La asignación total de lugares para esta carrera fue de 78, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 55% del alumnado de primer ingreso son mujeres y 45% hombres.",Facultad de Arquitectura: 79,Facultad de Arquitectura: 8.00,Asignación total de 78 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Sociales. Interés por las ciudades, la planeación urbana y el ordenamiento territorial. Capacidad de análisis espacial.","El urbanista planifica, diseña y gestiona el desarrollo de las ciudades y el territorio, promoviendo espacios urbanos sustentables, equitativos y con calidad de vida.","urbanismo, planeación urbana, ciudad, ordenamiento territorial, diseño urbano, desarrollo urbano, sustentabilidad urbana, gestión urbana","19,3326","-99,1866",
